cntry,country,essround_yr,age_group,wellbeing_m_minus_w,wellbeing_color,wellbeing_men,wellbeing_woman,media_m_minus_w,media_color,media_men,media_woman,internet_m_minus_w,internet_color,internet_men,internet_woman,relig_m_minus_w,relig_color,relig_men,relig_woman,social_m_minus_w,social_color,social_men,social_woman,finstab_m_minus_w,finstab_color,finstab_men,finstab_woman,conservatism_m_minus_w,conservatism_color,conservatism_men,conservatism_woman,trust_m_minus_w,trust_color,trust_men,trust_woman
EE,Estonia,2008,AGGREGATE,0.08,7,4.04,3.97,0.03,7.0,2.85,2.82,0.24,6.0,4.28,4.04,-0.43,10,2.0,2.43,0.1,7,3.46,3.36,0.32,6.0,4.03,3.71,0.15,7,3.7,3.55,-0.02,8,3.36,3.37
ES,Spain,2008,25-39,0.07,7,4.68,4.61,0.23,6.0,2.39,2.16,-0.21,9.0,4.01,4.21,-0.12,8,2.34,2.47,-0.01,8,3.92,3.93,0.1,7.0,3.91,3.81,0.04,7,2.84,2.8,-0.1,8,3.13,3.23
ES,Spain,2008,40-59,0.21,6,4.62,4.4,0.22,6.0,2.54,2.32,0.62,4.0,3.48,2.86,-0.61,11,2.37,2.98,0.06,7,3.81,3.75,0.05,7.0,4.0,3.95,0.09,7,2.95,2.85,0.01,7,3.31,3.3
ES,Spain,2008,60+,0.27,6,4.29,4.01,0.14,7.0,2.62,2.48,0.18,7.0,1.68,1.5,-1.04,13,3.11,4.15,0.31,6,3.72,3.41,0.3,6.0,3.45,3.15,0.01,7,3.35,3.34,-0.02,8,3.35,3.37
ES,Spain,2008,<25,0.15,7,4.89,4.74,0.02,7.0,2.11,2.09,-0.02,8.0,5.03,5.05,-0.3,9,1.96,2.26,0.2,7,4.41,4.22,-0.07,8.0,4.01,4.08,0.09,7,2.79,2.7,-0.13,8,3.19,3.32
ES,Spain,2008,AGGREGATE,0.2,7,4.58,4.38,0.17,7.0,2.47,2.29,0.24,6.0,3.32,3.08,-0.6,10,2.52,3.11,0.15,7,3.9,3.75,0.13,7.0,3.81,3.68,0.05,7,3.01,2.96,-0.05,8,3.26,3.3
FI,Finland,2008,25-39,0.1,7,4.99,4.89,0.16,7.0,2.42,2.27,0.05,7.0,5.62,5.57,-0.7,11,2.15,2.85,0.09,7,3.99,3.91,0.17,7.0,4.36,4.19,0.31,6,3.2,2.89,0.08,7,4.38,4.3
FI,Finland,2008,40-59,0.09,7,4.82,4.73,0.03,7.0,2.55,2.52,-0.27,9.0,4.68,4.95,-0.81,12,2.48,3.29,-0.14,8,3.61,3.75,0.13,7.0,4.42,4.29,0.19,7,3.22,3.02,-0.04,8,4.31,4.35
FI,Finland,2008,60+,0.09,7,4.61,4.52,-0.04,8.0,2.97,3.01,0.49,5.0,3.1,2.62,-1.02,13,2.76,3.78,-0.17,8,3.56,3.73,0.25,6.0,3.91,3.67,0.05,7,3.4,3.35,-0.05,8,4.24,4.28
FI,Finland,2008,<25,0.13,7,4.94,4.81,0.06,7.0,2.15,2.1,0.02,7.0,5.71,5.69,-0.28,9,2.25,2.53,-0.12,8,4.15,4.27,0.33,6.0,4.02,3.68,0.34,6,3.21,2.88,-0.02,8,4.44,4.46
FI,Finland,2008,AGGREGATE,0.12,7,4.81,4.69,-0.0,8.0,2.59,2.59,0.23,6.0,4.57,4.35,-0.83,12,2.45,3.28,-0.08,8,3.76,3.84,0.22,6.0,4.21,4.0,0.17,7,3.27,3.09,-0.01,8,4.32,4.33
FR,France,2008,25-39,0.21,6,4.63,4.42,0.13,7.0,2.46,2.33,0.04,7.0,5.06,5.02,-0.13,8,2.02,2.16,0.11,7,4.18,4.07,-0.03,8.0,4.21,4.24,-0.06,8,2.71,2.77,0.02,7,3.38,3.37
FR,France,2008,40-59,0.23,6,4.36,4.13,0.1,7.0,2.51,2.41,0.07,7.0,4.18,4.11,-0.32,9,1.95,2.27,-0.0,8,3.91,3.91,0.14,7.0,4.27,4.13,0.16,7,2.91,2.75,0.02,7,3.35,3.32
FR,France,2008,60+,0.37,6,4.32,3.94,0.02,7.0,2.8,2.78,0.7,4.0,2.79,2.09,-0.68,11,2.37,3.05,-0.11,8,3.9,4.01,0.46,5.0,4.25,3.79,-0.12,8,3.2,3.32,-0.09,8,3.34,3.43
FR,France,2008,<25,0.21,6,4.69,4.48,-0.01,8.0,2.21,2.22,0.12,7.0,5.48,5.37,-0.06,8,1.84,1.9,-0.11,8,4.35,4.46,0.2,6.0,4.19,3.99,0.16,7,2.92,2.76,-0.11,8,3.44,3.56
FR,France,2008,AGGREGATE,0.27,6,4.44,4.17,0.06,7.0,2.55,2.49,0.33,6.0,4.11,3.78,-0.39,9,2.08,2.46,-0.02,8,4.01,4.04,0.21,6.0,4.25,4.03,0.01,7,2.95,2.95,-0.03,8,3.36,3.39
GB,United Kingdom,2008,25-39,0.3,6,4.62,4.32,0.26,6.0,2.69,2.43,-0.07,8.0,4.95,5.01,-0.25,9,2.13,2.38,0.13,7,3.79,3.67,0.38,6.0,4.26,3.87,0.16,7,3.12,2.96,-0.0,8,3.43,3.43
GB,United Kingdom,2008,40-59,0.21,6,4.49,4.27,0.29,6.0,2.82,2.52,-0.11,8.0,4.35,4.47,-0.44,10,2.19,2.63,-0.02,8,3.58,3.6,0.18,7.0,4.28,4.1,0.07,7,3.16,3.09,0.02,7,3.43,3.41
GB,United Kingdom,2008,60+,0.19,7,4.45,4.25,0.14,7.0,3.03,2.89,0.41,5.0,2.87,2.47,-0.56,10,2.68,3.24,-0.15,8,3.72,3.87,0.35,6.0,3.91,3.56,0.0,7,3.4,3.39,-0.06,8,3.51,3.57
GB,United Kingdom,2008,<25,0.33,6,4.61,4.28,0.17,7.0,2.48,2.31,0.46,5.0,5.44,4.98,-0.02,8,2.27,2.28,0.41,5,4.47,4.06,0.46,5.0,4.07,3.61,0.1,7,3.05,2.95,0.08,7,3.67,3.59
GB,United Kingdom,2008,AGGREGATE,0.23,6,4.51,4.28,0.24,6.0,2.83,2.6,0.06,7.0,4.08,4.01,-0.38,9,2.35,2.73,0.0,7,3.75,3.75,0.3,6.0,4.14,3.85,0.08,7,3.22,3.14,-0.01,8,3.48,3.49
GR,Greece,2008,25-39,0.03,7,4.42,4.39,0.12,7.0,2.37,2.25,0.54,5.0,3.74,3.2,-0.56,10,3.21,3.77,0.23,6,3.67,3.44,0.18,7.0,3.69,3.51,0.09,7,3.55,3.46,-0.14,8,2.81,2.95
GR,Greece,2008,40-59,0.07,7,4.18,4.1,0.13,7.0,2.51,2.38,0.63,4.0,2.94,2.31,-0.79,11,3.22,4.01,0.1,7,3.41,3.31,0.03,7.0,3.65,3.61,-0.01,8,3.59,3.6,-0.13,8,2.87,2.99
GR,Greece,2008,60+,0.23,6,3.89,3.65,0.24,6.0,2.63,2.39,0.14,7.0,1.38,1.24,-0.63,11,4.05,4.68,0.38,6,3.56,3.18,0.29,6.0,3.09,2.8,-0.06,8,3.97,4.03,-0.09,8,3.27,3.37
GR,Greece,2008,<25,0.27,6,4.69,4.42,-0.02,8.0,2.27,2.29,0.36,6.0,4.8,4.44,-0.37,9,3.14,3.5,0.04,7,3.97,3.93,0.0,7.0,3.72,3.72,0.32,6,3.62,3.3,0.07,7,2.92,2.85
GR,Greece,2008,AGGREGATE,0.12,7,4.24,4.12,0.13,7.0,2.47,2.34,0.45,5.0,3.0,2.54,-0.61,11,3.42,4.04,0.21,6,3.59,3.39,0.1,7.0,3.52,3.43,0.06,7,3.68,3.62,-0.08,8,2.96,3.05
HR,Croatia,2008,25-39,-0.06,8,4.56,4.62,0.12,7.0,2.55,2.42,0.17,7.0,4.6,4.43,-0.5,10,3.34,3.84,-0.06,8,4.09,4.15,-0.19,8.0,4.01,4.2,0.1,7,3.47,3.37,-0.03,8,2.5,2.53
HR,Croatia,2008,40-59,0.03,7,4.34,4.31,0.11,7.0,2.72,2.61,-0.07,8.0,2.99,3.06,-0.7,11,3.34,4.04,0.14,7,3.85,3.71,-0.11,8.0,3.71,3.83,0.25,6,3.77,3.52,0.08,7,2.68,2.59
HR,Croatia,2008,60+,0.31,6,4.09,3.78,0.19,7.0,2.83,2.64,0.26,6.0,1.81,1.55,-0.95,12,3.25,4.2,0.14,7,3.4,3.26,0.34,6.0,3.14,2.81,0.09,7,3.88,3.79,-0.13,8,2.6,2.73
HR,Croatia,2008,<25,0.16,7,4.91,4.75,-0.09,8.0,2.32,2.42,-0.2,8.0,4.66,4.86,-0.47,10,3.41,3.88,0.05,7,4.35,4.3,-0.22,9.0,4.05,4.27,0.45,5,3.7,3.25,0.07,7,2.53,2.45
HR,Croatia,2008,AGGREGATE,0.09,7,4.37,4.29,0.13,7.0,2.67,2.54,0.01,7.0,3.19,3.19,-0.7,11,3.32,4.02,0.05,7,3.82,3.76,-0.01,8.0,3.64,3.64,0.2,6,3.72,3.52,-0.01,8,2.59,2.6
HU,Hungary,2008,25-39,-0.09,8,3.99,4.08,0.07,7.0,2.4,2.34,-0.11,8.0,4.39,4.5,-0.43,10,2.21,2.64,0.14,7,3.33,3.19,0.15,7.0,3.68,3.53,0.09,7,3.75,3.66,-0.2,9,2.56,2.77
HU,Hungary,2008,40-59,0.05,7,3.66,3.61,0.12,7.0,2.63,2.51,-0.3,9.0,3.01,3.31,-0.79,11,2.12,2.91,0.17,7,3.0,2.83,0.0,7.0,3.31,3.31,0.04,7,3.77,3.73,-0.15,8,2.48,2.63
HU,Hungary,2008,60+,0.08,7,3.47,3.39,0.05,7.0,2.76,2.71,0.32,6.0,1.76,1.45,-0.84,12,2.66,3.5,0.05,7,2.68,2.63,0.44,5.0,3.46,3.02,-0.07,8,3.75,3.82,-0.28,9,2.57,2.85
HU,Hungary,2008,<25,0.18,7,4.38,4.2,-0.11,8.0,2.15,2.26,0.06,7.0,4.95,4.89,-0.11,8,2.11,2.22,0.21,6,4.05,3.84,-0.01,8.0,3.44,3.45,0.12,7,3.68,3.56,-0.26,9,2.73,2.99
HU,Hungary,2008,AGGREGATE,0.07,7,3.79,3.72,0.04,7.0,2.54,2.5,0.12,7.0,3.27,3.16,-0.66,11,2.3,2.96,0.17,7,3.15,2.97,0.19,7.0,3.46,3.27,0.02,7,3.74,3.72,-0.22,9,2.56,2.78
IE,Ireland,2008,25-39,0.1,7,4.71,4.61,0.26,6.0,2.76,2.5,0.23,6.0,5.0,4.78,-0.6,11,2.98,3.59,0.23,6,3.79,3.56,0.09,7.0,3.77,3.68,-0.01,8,2.82,2.83,0.02,7,3.4,3.38
IE,Ireland,2008,40-59,0.11,7,4.6,4.49,0.08,7.0,2.88,2.8,-0.16,8.0,3.93,4.09,-0.45,10,3.62,4.07,-0.02,8,3.6,3.62,-0.21,9.0,3.61,3.82,0.09,7,2.96,2.87,-0.1,8,3.31,3.41
IE,Ireland,2008,60+,0.07,7,4.66,4.59,-0.09,8.0,2.99,3.08,0.32,6.0,2.51,2.19,-0.48,10,4.37,4.86,-0.01,8,3.65,3.66,0.18,7.0,3.79,3.61,0.02,7,3.19,3.18,0.03,7,3.59,3.56
IE,Ireland,2008,<25,0.26,6,4.78,4.52,0.19,7.0,2.39,2.2,-0.12,8.0,5.26,5.38,-0.2,9,2.93,3.14,0.23,6,4.42,4.19,0.57,5.0,3.95,3.38,0.06,7,2.97,2.9,0.23,6,3.65,3.42
IE,Ireland,2008,AGGREGATE,0.11,7,4.67,4.56,0.08,7.0,2.83,2.75,0.09,7.0,3.93,3.84,-0.48,10,3.61,4.08,0.09,7,3.75,3.66,0.06,7.0,3.74,3.68,0.04,7,2.99,2.95,0.01,7,3.45,3.45
IL,Israel,2008,25-39,0.14,7,5.09,4.96,0.17,7.0,2.44,2.28,0.38,6.0,4.7,4.32,0.14,7,3.33,3.19,0.36,6,4.18,3.82,-0.08,8.0,3.47,3.55,0.03,7,3.42,3.39,-0.22,9,2.94,3.16
IL,Israel,2008,40-59,0.14,7,4.69,4.55,0.04,7.0,2.7,2.66,0.07,7.0,3.98,3.91,0.39,6,3.24,2.85,0.07,7,3.68,3.6,0.06,7.0,3.54,3.49,0.13,7,3.45,3.33,-0.1,8,3.14,3.24
IL,Israel,2008,60+,0.37,6,4.42,4.05,0.1,7.0,3.12,3.02,0.85,3.0,3.21,2.36,0.27,6,2.83,2.56,0.04,7,3.58,3.54,0.59,5.0,3.76,3.17,0.13,7,3.34,3.2,0.01,7,3.27,3.26
IL,Israel,2008,<25,0.27,6,5.21,4.93,0.24,6.0,2.34,2.1,0.27,6.0,5.03,4.76,-0.01,8,3.31,3.32,0.23,6,4.36,4.13,0.09,7.0,3.48,3.39,0.34,6,3.71,3.37,-0.08,8,3.0,3.08
IL,Israel,2008,AGGREGATE,0.22,6,4.8,4.58,0.12,7.0,2.71,2.59,0.39,6.0,4.13,3.74,0.22,6,3.16,2.93,0.17,7,3.9,3.72,0.18,7.0,3.59,3.4,0.14,7,3.45,3.32,-0.1,8,3.1,3.2
LV,Latvia,2008,25-39,0.12,7,4.09,3.97,-0.05,8.0,2.53,2.58,-0.14,8.0,4.87,5.01,-0.66,11,2.1,2.76,0.1,7,3.74,3.63,-0.07,8.0,3.39,3.46,0.06,7,3.73,3.68,-0.28,9,2.55,2.83
LV,Latvia,2008,40-59,0.12,7,3.8,3.68,0.03,7.0,2.71,2.67,-0.6,10.0,3.39,3.99,-0.58,10,2.17,2.75,0.08,7,3.54,3.46,0.1,7.0,3.19,3.09,-0.1,8,3.65,3.74,0.0,7,2.66,2.65
LV,Latvia,2008,60+,0.06,7,3.45,3.39,-0.07,8.0,2.83,2.9,0.18,7.0,1.91,1.73,-0.97,12,2.44,3.41,0.12,7,3.02,2.9,0.29,6.0,2.83,2.54,-0.08,8,3.97,4.05,-0.18,8,2.58,2.76
LV,Latvia,2008,<25,0.05,7,4.36,4.32,-0.17,8.0,2.27,2.45,0.11,7.0,5.62,5.51,-0.53,10,1.88,2.41,0.12,7,4.42,4.3,0.06,7.0,3.34,3.28,0.19,7,3.64,3.45,-0.1,8,2.75,2.85
LV,Latvia,2008,AGGREGATE,0.17,7,3.87,3.7,-0.08,8.0,2.63,2.72,0.21,6.0,3.72,3.51,-0.78,11,2.17,2.96,0.22,6,3.6,3.39,0.19,7.0,3.15,2.96,-0.06,8,3.74,3.8,-0.12,8,2.63,2.75
NL,Netherlands,2008,25-39,0.17,7,4.76,4.59,0.1,7.0,2.5,2.4,0.19,7.0,5.62,5.43,-0.16,8,2.33,2.49,0.07,7,4.1,4.03,0.32,6.0,4.72,4.41,0.02,7,2.93,2.91,0.11,7,4.01,3.91
NL,Netherlands,2008,40-59,0.2,7,4.67,4.47,0.14,7.0,2.71,2.57,0.13,7.0,5.22,5.09,-0.42,10,2.41,2.83,-0.16,8,3.86,4.02,0.51,5.0,4.78,4.27,0.18,7,2.93,2.75,0.14,7,3.95,3.8
NL,Netherlands,2008,60+,0.13,7,4.5,4.37,0.04,7.0,2.97,2.94,1.32,1.0,4.08,2.76,-0.43,10,2.94,3.37,-0.15,8,3.83,3.98,0.55,5.0,4.44,3.89,-0.02,8,3.06,3.07,0.07,7,3.89,3.82
NL,Netherlands,2008,<25,0.23,6,4.78,4.56,-0.09,8.0,2.22,2.31,0.17,7.0,5.76,5.59,-0.06,8,2.32,2.38,0.18,7,4.46,4.28,-0.02,8.0,4.17,4.19,0.19,7,2.92,2.73,0.07,7,4.09,4.02
NL,Netherlands,2008,AGGREGATE,0.18,7,4.65,4.47,0.07,7.0,2.7,2.63,0.57,5.0,5.01,4.44,-0.35,9,2.55,2.9,-0.07,8,3.96,4.03,0.44,5.0,4.62,4.18,0.08,7,2.97,2.89,0.11,7,3.96,3.85
NO,Norway,2008,25-39,0.34,6,5.17,4.83,0.26,6.0,2.67,2.41,0.19,7.0,5.78,5.59,-0.36,9,2.04,2.39,0.16,7,4.23,4.07,0.06,7.0,4.75,4.69,0.17,7,3.09,2.93,-0.09,8,4.07,4.16
NO,Norway,2008,40-59,0.1,7,4.92,4.82,0.14,7.0,2.79,2.65,0.27,6.0,5.36,5.1,-0.54,10,1.94,2.48,-0.07,8,3.94,4.01,0.11,7.0,4.85,4.74,0.24,6,3.13,2.89,0.02,7,4.07,4.05
NO,Norway,2008,60+,0.25,6,4.8,4.55,-0.13,8.0,2.9,3.03,0.77,4.0,4.01,3.24,-0.61,11,2.37,2.98,-0.22,9,3.81,4.03,0.44,5.0,4.63,4.2,0.12,7,3.3,3.19,0.08,7,4.14,4.06
NO,Norway,2008,<25,0.32,6,5.18,4.87,0.09,7.0,2.26,2.17,-0.02,8.0,5.82,5.84,-0.06,8,2.11,2.17,0.06,7,4.6,4.54,0.04,7.0,4.58,4.55,0.29,6,3.14,2.85,0.05,7,4.01,3.96
NO,Norway,2008,AGGREGATE,0.23,6,4.98,4.76,0.1,7.0,2.72,2.62,0.34,6.0,5.18,4.84,-0.45,10,2.09,2.55,-0.04,8,4.06,4.1,0.17,7.0,4.74,4.56,0.2,7,3.16,2.97,0.01,7,4.08,4.07
PL,Poland,2008,25-39,0.18,7,4.72,4.54,-0.05,8.0,2.53,2.58,0.29,6.0,4.55,4.25,-0.54,10,3.55,4.09,0.17,7,3.56,3.39,0.3,6.0,4.36,4.06,-0.0,8,3.2,3.21,0.08,7,2.89,2.81
PL,Poland,2008,40-59,0.0,7,4.29,4.29,0.05,7.0,2.64,2.59,-0.12,8.0,3.26,3.38,-0.49,10,3.92,4.41,-0.02,8,3.17,3.19,-0.1,8.0,3.9,4.0,0.05,7,3.33,3.28,-0.06,8,2.87,2.93
PL,Poland,2008,60+,0.25,6,3.94,3.7,0.14,7.0,2.8,2.65,0.43,5.0,1.99,1.56,-0.66,11,4.06,4.72,0.23,6,3.09,2.85,0.47,5.0,3.68,3.21,-0.2,8,3.49,3.69,-0.06,8,2.82,2.88
PL,Poland,2008,<25,0.19,7,4.82,4.63,-0.13,8.0,2.27,2.39,0.17,7.0,5.11,4.95,-0.2,9,3.89,4.1,0.29,6,4.16,3.87,0.3,6.0,4.36,4.06,0.3,6,3.56,3.25,-0.05,8,2.9,2.95
PL,Poland,2008,AGGREGATE,0.16,7,4.41,4.25,0.01,7.0,2.57,2.57,0.27,6.0,3.63,3.36,-0.49,10,3.87,4.36,0.18,7,3.44,3.27,0.23,6.0,4.03,3.81,0.03,7,3.39,3.36,-0.02,8,2.87,2.89
PT,Portugal,2008,25-39,0.23,6,4.41,4.18,0.2,6.0,2.56,2.35,0.41,5.0,4.38,3.97,-0.84,12,2.61,3.46,0.16,7,4.05,3.89,0.33,6.0,3.67,3.34,0.01,7,3.12,3.12,0.04,7,3.02,2.98
PT,Portugal,2008,40-59,0.21,6,4.01,3.8,0.14,7.0,2.54,2.39,0.49,5.0,3.21,2.72,-0.87,12,2.92,3.8,0.28,6,3.92,3.64,0.35,6.0,3.47,3.12,-0.06,8,3.24,3.3,0.03,7,2.84,2.81
PT,Portugal,2008,60+,0.26,6,3.69,3.43,0.22,6.0,2.56,2.34,0.17,7.0,1.73,1.56,-0.9,12,3.6,4.5,0.29,6,3.64,3.34,0.5,5.0,3.19,2.68,-0.11,8,3.45,3.56,-0.15,8,2.83,2.99
PT,Portugal,2008,<25,0.07,7,4.56,4.49,0.02,7.0,2.33,2.3,0.45,5.0,5.14,4.69,-0.42,10,2.57,2.99,0.16,7,4.41,4.25,0.12,7.0,3.48,3.36,0.05,7,3.07,3.02,0.01,7,3.1,3.1
PT,Portugal,2008,AGGREGATE,0.29,6,4.04,3.75,0.17,7.0,2.52,2.35,0.58,5.0,3.12,2.54,-0.92,12,3.08,4.01,0.31,6,3.91,3.6,0.42,5.0,3.39,2.97,-0.08,8,3.27,3.36,-0.04,8,2.91,2.95
RO,Romania,2008,25-39,0.08,7,4.21,4.13,0.18,7.0,2.76,2.58,0.14,7.0,3.51,3.37,-0.49,10,3.49,3.99,0.11,7,3.35,3.24,0.01,7.0,3.76,3.75,-0.0,8,3.65,3.65,-0.05,8,2.88,2.93
RO,Romania,2008,40-59,0.15,7,3.99,3.84,0.03,7.0,2.88,2.85,0.04,7.0,2.48,2.44,-0.56,10,3.56,4.12,0.28,6,3.06,2.78,0.1,7.0,3.44,3.34,-0.09,8,3.66,3.75,-0.07,8,2.81,2.88
RO,Romania,2008,60+,0.21,6,3.66,3.45,0.26,6.0,2.98,2.72,0.0,7.0,1.49,1.49,-0.61,11,3.91,4.53,0.17,7,2.77,2.6,0.49,5.0,3.09,2.6,-0.12,8,3.87,3.99,-0.04,8,2.9,2.95
RO,Romania,2008,<25,0.16,7,4.42,4.26,0.16,7.0,2.54,2.38,-0.02,8.0,4.31,4.32,-0.4,10,3.45,3.85,0.23,6,4.02,3.79,0.13,7.0,3.84,3.71,0.05,7,3.52,3.47,0.07,7,2.78,2.71
RO,Romania,2008,AGGREGATE,0.15,7,4.01,3.86,0.14,7.0,2.82,2.68,0.04,7.0,2.72,2.68,-0.54,10,3.62,4.16,0.21,6,3.19,2.98,0.2,6.0,3.47,3.27,-0.05,8,3.69,3.74,-0.04,8,2.85,2.89
RU,Russian Federation,2008,25-39,0.12,7,3.96,3.84,0.19,7.0,2.37,2.18,0.4,6.0,3.12,2.72,-0.43,10,2.27,2.7,0.04,7,3.52,3.49,0.33,6.0,3.64,3.31,0.1,7,3.9,3.8,-0.22,9,2.77,2.99
RU,Russian Federation,2008,40-59,0.07,7,3.66,3.59,0.03,7.0,2.45,2.42,0.18,7.0,2.05,1.86,-0.71,11,2.18,2.88,0.07,7,3.3,3.23,0.32,6.0,3.44,3.12,0.01,7,3.99,3.98,-0.27,9,2.61,2.88
RU,Russian Federation,2008,60+,0.17,7,3.29,3.12,0.08,7.0,2.65,2.57,0.04,7.0,1.16,1.12,-1.18,13,2.22,3.4,-0.2,8,2.97,3.17,0.5,5.0,2.72,2.22,-0.1,8,4.12,4.22,-0.4,9,2.66,3.06
RU,Russian Federation,2008,<25,0.14,7,4.22,4.08,0.02,7.0,2.22,2.21,0.6,4.0,3.82,3.22,-0.41,10,2.14,2.56,0.17,7,4.25,4.09,0.22,6.0,3.54,3.32,0.09,7,3.9,3.81,-0.25,9,2.83,3.08
RU,Russian Federation,2008,AGGREGATE,0.19,7,3.74,3.55,0.05,7.0,2.44,2.4,0.42,5.0,2.39,1.97,-0.77,11,2.21,2.98,0.05,7,3.43,3.38,0.45,5.0,3.31,2.86,-0.01,8,3.98,3.99,-0.29,9,2.7,2.99
SE,Sweden,2008,25-39,0.19,7,4.98,4.78,0.06,7.0,2.34,2.28,0.15,7.0,5.72,5.57,-0.26,9,1.84,2.1,0.01,7,4.11,4.1,-0.01,8.0,4.77,4.79,0.23,6,2.79,2.56,-0.01,8,3.96,3.97
SE,Sweden,2008,40-59,0.14,7,4.89,4.75,0.15,7.0,2.47,2.33,0.3,6.0,5.44,5.14,-0.41,10,1.9,2.31,-0.09,8,3.92,4.01,0.18,7.0,5.17,5.0,0.29,6,2.88,2.58,-0.15,8,3.85,4.01
SE,Sweden,2008,60+,0.21,6,4.79,4.58,-0.04,8.0,2.85,2.89,0.46,5.0,3.51,3.05,-0.67,11,2.1,2.77,-0.18,8,3.77,3.95,0.4,5.0,4.66,4.26,0.09,7,3.03,2.95,-0.12,8,3.72,3.83
SE,Sweden,2008,<25,0.34,6,4.95,4.6,0.06,7.0,2.2,2.14,0.06,7.0,5.85,5.79,-0.14,8,1.87,2.01,0.11,7,4.53,4.43,0.1,7.0,4.58,4.48,0.31,6,2.9,2.59,0.02,7,3.85,3.83
SE,Sweden,2008,AGGREGATE,0.21,6,4.89,4.68,0.03,7.0,2.52,2.49,0.39,6.0,4.98,4.59,-0.45,10,1.94,2.39,-0.05,8,4.01,4.06,0.2,6.0,4.84,4.64,0.2,6,2.91,2.7,-0.08,8,3.84,3.92
SI,Slovenia,2008,25-39,0.21,6,4.76,4.56,0.04,7.0,2.42,2.38,0.18,7.0,5.22,5.05,-0.72,11,2.28,3.0,0.35,6,3.88,3.53,0.05,7.0,4.4,4.35,0.06,7,3.26,3.19,0.2,7,3.2,3.0
SI,Slovenia,2008,40-59,0.21,6,4.43,4.22,-0.05,8.0,2.51,2.56,0.4,5.0,4.13,3.73,-0.21,9,2.62,2.83,0.23,6,3.47,3.24,0.31,6.0,4.2,3.9,0.12,7,3.42,3.3,-0.01,8,3.06,3.07
SI,Slovenia,2008,60+,0.2,6,4.18,3.97,-0.08,8.0,2.72,2.8,0.38,6.0,2.17,1.79,-0.79,11,2.7,3.48,0.06,7,3.08,3.02,0.57,5.0,3.75,3.17,0.07,7,3.6,3.54,0.03,7,3.19,3.16
SI,Slovenia,2008,<25,0.29,6,4.89,4.6,0.03,7.0,2.18,2.15,0.12,7.0,5.49,5.37,-0.31,9,2.46,2.77,0.38,6,4.42,4.04,0.52,5.0,4.84,4.32,0.13,7,3.25,3.12,-0.15,8,3.13,3.28
SI,Slovenia,2008,AGGREGATE,0.27,6,4.52,4.26,-0.06,8.0,2.49,2.55,0.53,5.0,4.11,3.58,-0.55,10,2.53,3.08,0.3,6,3.63,3.33,0.42,5.0,4.22,3.8,0.07,7,3.39,3.33,0.03,7,3.14,3.11
SK,Slovakia,2008,25-39,0.16,7,4.41,4.25,0.09,7.0,2.65,2.56,0.35,6.0,4.28,3.93,-0.81,12,2.79,3.6,0.13,7,3.62,3.48,0.29,6.0,4.05,3.76,-0.02,8,3.29,3.31,-0.25,9,2.9,3.15
SK,Slovakia,2008,40-59,0.13,7,4.06,3.93,0.03,7.0,2.66,2.64,0.11,7.0,3.23,3.12,-0.83,12,2.92,3.76,0.25,6,3.5,3.25,0.14,7.0,3.84,3.7,0.01,7,3.45,3.44,-0.13,8,2.97,3.11
SK,Slovakia,2008,60+,0.17,7,3.9,3.72,-0.09,8.0,2.85,2.93,0.31,6.0,1.88,1.58,-0.99,12,3.47,4.46,-0.25,9,3.06,3.31,0.25,6.0,3.79,3.54,0.03,7,3.73,3.7,-0.23,9,3.05,3.28
SK,Slovakia,2008,<25,-0.07,8,4.49,4.57,-0.02,8.0,2.34,2.35,-0.09,8.0,5.31,5.4,-0.8,11,2.77,3.57,0.39,6,4.21,3.82,0.13,7.0,4.17,4.04,0.24,6,3.58,3.35,-0.38,9,2.97,3.35
SK,Slovakia,2008,AGGREGATE,0.21,6,4.15,3.95,-0.07,8.0,2.66,2.73,0.61,4.0,3.4,2.79,-1.0,13,3.0,4.0,0.16,7,3.51,3.35,0.25,6.0,3.91,3.67,-0.02,8,3.49,3.51,-0.23,9,2.97,3.2
TR,Turkey,2008,25-39,0.07,7,3.81,3.74,0.21,6.0,2.59,2.38,0.4,6.0,2.62,2.22,0.33,6,4.4,4.07,0.27,6,3.61,3.35,-0.0,8.0,3.03,3.04,-0.12,8,3.87,4.0,-0.08,8,3.43,3.51
TR,Turkey,2008,40-59,0.1,7,3.8,3.71,0.2,6.0,2.6,2.39,0.26,6.0,2.13,1.87,0.43,5,4.55,4.12,0.3,6,3.48,3.19,-0.1,8.0,2.86,2.96,-0.2,9,4.05,4.25,-0.16,8,3.45,3.61
TR,Turkey,2008,60+,0.29,6,3.97,3.68,0.22,6.0,2.5,2.28,0.1,7.0,1.43,1.33,0.92,3,5.15,4.23,0.2,6,3.3,3.1,0.17,7.0,2.83,2.66,0.03,7,4.22,4.19,0.15,7,3.89,3.74
TR,Turkey,2008,<25,-0.05,8,4.05,4.1,0.03,7.0,2.41,2.38,0.51,5.0,3.06,2.55,0.28,6,4.25,3.98,0.1,7,3.84,3.75,0.24,6.0,3.21,2.97,-0.06,8,3.85,3.91,-0.11,8,3.62,3.73
TR,Turkey,2008,AGGREGATE,0.09,7,3.88,3.79,0.17,7.0,2.53,2.36,0.32,6.0,2.37,2.05,0.45,5,4.54,4.09,0.23,6,3.57,3.34,0.03,7.0,2.98,2.95,-0.1,8,3.98,4.08,-0.07,8,3.55,3.62
